order_id,amount,profit,quantity,category,payment_method
OR_9114,200.81,65.8,4,Category C,EMI
OR_8784,124.36,41.43,7,Category B,COD
OR_4655,15.82,4.45,2,Category B,Mobile Payment
OR_5626,496.51,217.33,5,Category C,Card
OR_3938,189.9,26.5,1,Category C,Card
OR_3446,281.94,62.64,3,Category C,Mobile Payment
OR_9410,257.16,68.67,4,Category A,Checks
OR_3923,34.92,8.74,10,Category A,EMI
OR_4815,264.85,57.4,8,Category A,Card
OR_5840,175.83,54.74,6,Category C,Mobile Payment
OR_8140,251.2,58.01,9,Category B,Mobile Payment
OR_3327,398.19,178.15,3,Category B,Mobile Payment
OR_3735,441.45,179.61,5,Category B,Card
OR_9013,491.72,232.23,1,Category A,EMI
OR_8907,187.72,87.97,10,Category A,Mobile Payment
OR_743,378.48,48.67,2,Category C,Checks
OR_7741,187.0,38.42,6,Category C,Mobile Payment
OR_6248,492.61,107.79,6,Category C,EMI
OR_1917,319.41,134.46,7,Category C,Card
OR_509,250.79,66.54,5,Category A,EMI
OR_154,327.07,146.08,4,Category C,Mobile Payment
OR_1836,334.64,140.7,6,Category A,Card
OR_6684,448.21,218.03,3,Category A,Card
OR_8115,332.04,61.14,10,Category B,Checks
OR_5495,89.67,36.96,4,Category C,Checks
OR_2410,81.59,36.98,10,Category C,Mobile Payment
OR_1044,219.64,32.66,6,Category A,COD
OR_1046,24.42,11.57,10,Category A,EMI
OR_8352,339.86,65.7,3,Category C,Card
OR_8297,484.03,201.14,2,Category A,COD
OR_376,256.83,83.15,1,Category C,Checks
OR_9289,305.74,79.24,7,Category A,Checks
OR_8465,451.95,216.38,8,Category C,EMI
OR_4217,175.11,24.69,5,Category B,COD
OR_9577,475.78,137.42,8,Category A,Card
OR_3911,331.91,114.92,8,Category A,Mobile Payment
OR_8723,295.63,33.11,5,Category C,Card
OR_6786,228.72,111.79,8,Category A,COD
OR_6592,68.89,27.88,1,Category C,Mobile Payment
OR_8261,477.57,97.5,7,Category B,EMI
OR_8050,388.59,129.12,3,Category A,Mobile Payment
OR_727,291.21,100.61,4,Category A,COD
OR_7137,151.64,17.86,5,Category B,Card
OR_8963,443.59,102.63,2,Category A,Mobile Payment
OR_1241,146.16,37.09,1,Category A,Mobile Payment
OR_655,225.27,101.59,4,Category C,Mobile Payment
OR_9380,317.99,90.93,9,Category B,EMI
OR_2657,425.36,194.93,9,Category A,Mobile Payment
OR_5592,182.36,65.07,2,Category B,EMI
OR_6514,446.87,144.09,2,Category A,COD
OR_3866,476.09,93.04,6,Category B,Mobile Payment
OR_7127,480.5,222.16,2,Category B,EMI
OR_9455,99.92,32.12,9,Category C,Checks
OR_6832,153.86,33.58,7,Category C,COD
OR_5807,410.65,141.08,8,Category B,Mobile Payment
OR_5769,415.76,122.23,5,Category C,Card
OR_7761,161.14,47.06,5,Category B,Mobile Payment
OR_3592,224.43,106.22,8,Category A,COD
OR_8790,185.73,37.75,1,Category B,EMI
OR_6363,287.33,40.57,6,Category A,Card
OR_5491,336.66,80.73,10,Category A,COD
OR_4070,27.98,2.94,4,Category B,COD
OR_7611,456.54,60.69,2,Category A,Card
OR_225,51.31,12.92,2,Category C,COD
OR_2789,317.17,68.43,6,Category C,Mobile Payment
OR_3041,415.48,180.88,7,Category C,Card
OR_6574,376.08,165.89,8,Category C,Card
OR_6247,323.67,139.75,7,Category B,Checks
OR_6377,392.7,87.98,10,Category B,COD
OR_6082,376.02,110.11,3,Category C,COD
OR_8496,119.12,50.0,6,Category C,EMI
OR_6301,424.58,151.02,10,Category A,COD
OR_3771,32.47,8.39,7,Category A,Checks
OR_7304,107.64,50.84,3,Category B,Card
OR_1536,191.12,47.23,1,Category C,EMI
OR_3358,441.66,130.89,4,Category C,Card
OR_640,165.03,36.59,6,Category A,Card
OR_2341,222.59,51.5,9,Category A,COD
OR_5952,136.19,43.4,10,Category C,Card
OR_8183,184.42,67.62,9,Category A,Card
OR_5946,86.47,21.68,5,Category B,COD
OR_7640,296.03,87.07,6,Category A,Card
OR_5146,46.2,5.47,4,Category B,Card
OR_5827,165.14,68.81,2,Category B,Mobile Payment
OR_4704,470.11,54.92,4,Category C,Checks
OR_1623,338.12,109.28,3,Category A,Card
OR_1902,217.34,96.75,10,Category B,Card
OR_1069,412.52,165.04,9,Category B,Checks
OR_9395,409.48,126.92,2,Category B,Mobile Payment
OR_19,196.15,74.83,3,Category B,EMI
OR_5077,481.27,97.4,1,Category C,EMI
OR_1011,67.9,25.7,3,Category A,Card
OR_7916,231.85,84.58,10,Category B,Checks
OR_4121,284.56,96.73,1,Category B,Mobile Payment
OR_6771,141.2,59.15,4,Category A,Checks
OR_5797,371.77,118.18,2,Category C,COD
OR_3917,72.2,25.96,6,Category A,COD
OR_3755,59.84,12.11,3,Category C,EMI
OR_919,379.99,110.44,10,Category C,COD
OR_562,408.07,163.27,1,Category C,Checks
OR_4708,303.26,74.98,6,Category C,COD
OR_3177,151.6,31.77,7,Category B,Mobile Payment
OR_3553,358.78,57.37,9,Category A,EMI
OR_3695,59.82,29.03,8,Category A,EMI
OR_4117,97.55,17.88,1,Category A,Card
OR_4648,319.76,88.73,7,Category A,EMI
OR_9284,408.88,147.8,7,Category B,COD
OR_5988,100.22,26.28,3,Category C,Mobile Payment
OR_6662,276.29,84.91,6,Category A,Checks
OR_2436,355.83,108.02,2,Category C,EMI
OR_7847,165.85,57.12,6,Category B,EMI
OR_6799,195.08,32.43,5,Category C,EMI
OR_2902,138.04,49.83,6,Category A,Card
OR_2190,86.74,22.84,10,Category A,Checks
OR_2994,177.77,40.1,7,Category C,Mobile Payment
OR_3504,486.02,160.29,8,Category C,EMI
OR_9046,344.43,71.79,3,Category A,COD
OR_9107,140.91,53.56,6,Category B,Checks
OR_2785,355.98,77.62,1,Category A,EMI
OR_9238,157.51,76.63,5,Category B,EMI
OR_9359,487.74,173.28,10,Category B,COD
OR_5635,102.28,44.06,2,Category B,COD
OR_3745,393.55,124.91,10,Category A,EMI
OR_2753,212.06,57.09,2,Category C,Checks
OR_9688,240.46,67.14,9,Category B,EMI
OR_9086,114.42,56.56,8,Category B,COD
OR_7187,361.17,89.51,6,Category C,COD
OR_2517,177.18,44.49,9,Category A,Mobile Payment
OR_392,124.03,40.01,9,Category B,Mobile Payment
OR_9527,132.99,26.08,8,Category A,Card
OR_7000,151.48,64.38,8,Category B,Mobile Payment
OR_5881,496.73,54.92,3,Category C,COD
OR_3584,399.85,61.0,5,Category C,Mobile Payment
OR_2362,104.34,29.0,7,Category A,COD
OR_1832,41.58,9.9,3,Category C,Card
OR_6337,380.19,65.16,2,Category B,Card
OR_6139,189.09,28.62,8,Category C,EMI
OR_6496,113.36,19.65,3,Category A,COD
OR_4586,266.82,112.9,10,Category B,Card
OR_7906,207.13,98.1,5,Category B,Mobile Payment
OR_8403,325.61,131.77,7,Category C,Mobile Payment
OR_6259,68.35,25.17,7,Category C,COD
OR_6774,309.49,99.62,5,Category B,Mobile Payment
OR_6558,16.37,4.92,6,Category A,COD
OR_9228,362.52,181.13,4,Category A,EMI
OR_7000,342.02,85.71,5,Category C,Checks
OR_2212,120.03,45.61,4,Category C,COD
OR_1332,280.71,72.85,6,Category C,Card
OR_3806,476.78,219.08,2,Category C,Mobile Payment
OR_8006,361.46,62.2,8,Category A,Card
OR_803,400.85,178.06,2,Category B,Checks
OR_4399,378.1,141.33,4,Category B,Mobile Payment
OR_7346,310.24,105.08,10,Category A,COD
OR_9347,32.78,13.66,5,Category B,Card
OR_744,156.01,20.59,7,Category B,EMI
OR_6140,290.87,87.43,1,Category B,Card
OR_3051,279.1,82.89,3,Category A,EMI
OR_1933,449.44,143.66,3,Category C,Card
OR_2852,464.75,50.68,7,Category C,Checks
OR_7252,175.07,25.38,2,Category A,Mobile Payment
OR_6105,77.87,11.81,1,Category A,Card
OR_4598,474.26,210.41,5,Category A,EMI
OR_6241,62.07,9.3,9,Category A,Mobile Payment
OR_7782,101.8,42.4,1,Category B,Card
OR_4735,13.42,5.76,4,Category B,EMI
OR_850,450.34,191.44,10,Category A,COD
OR_2926,27.95,4.42,10,Category C,Checks
OR_6390,454.51,224.41,6,Category A,Card
OR_5032,197.82,30.88,10,Category A,Card
OR_9436,340.55,115.04,7,Category A,Checks
OR_2693,361.21,174.61,2,Category C,Card
OR_8490,158.29,62.87,6,Category A,Mobile Payment
OR_3706,52.04,24.89,3,Category C,Mobile Payment
OR_1400,104.17,44.75,1,Category A,Card
OR_9584,92.16,31.46,6,Category A,Mobile Payment
OR_9219,81.2,36.44,5,Category A,Checks
OR_8889,344.63,62.24,10,Category B,Mobile Payment
OR_9331,195.4,29.91,1,Category A,Mobile Payment
OR_2444,162.43,45.13,6,Category B,Checks
OR_66,210.96,60.34,9,Category C,COD
OR_6569,135.25,38.43,2,Category A,COD
OR_7640,465.52,189.08,4,Category B,Checks
OR_2697,483.82,205.44,10,Category B,COD
OR_4770,233.24,99.41,2,Category C,Checks
OR_6105,42.42,15.33,9,Category B,EMI
OR_2026,126.57,42.4,2,Category A,Mobile Payment
OR_4823,412.08,123.13,1,Category C,EMI
OR_1939,157.79,35.24,7,Category A,Checks
OR_8657,109.13,45.53,1,Category C,Checks
OR_4325,269.92,64.18,3,Category B,Checks
OR_1382,352.27,137.15,7,Category C,Card
OR_3916,434.92,80.91,5,Category A,COD
OR_0,452.41,192.49,4,Category C,COD
OR_2780,470.28,179.21,5,Category C,EMI
OR_2817,195.85,42.63,5,Category A,Mobile Payment
OR_7706,471.48,185.57,3,Category A,Mobile Payment
OR_2530,431.58,199.23,5,Category A,COD
OR_4815,428.95,95.21,6,Category C,Mobile Payment
OR_7118,334.02,43.04,8,Category C,EMI
OR_7977,153.63,50.54,3,Category A,Mobile Payment
OR_1850,442.7,207.81,3,Category B,Card
OR_3137,242.7,106.7,9,Category A,Mobile Payment
OR_8433,220.47,76.83,6,Category A,Mobile Payment
OR_2957,349.64,168.99,10,Category A,COD
OR_9226,387.79,46.19,5,Category A,Checks
OR_8067,458.38,227.18,5,Category B,Checks
OR_5573,392.88,178.41,1,Category C,Mobile Payment
OR_5569,380.69,89.07,5,Category C,EMI
OR_9168,216.11,72.57,2,Category B,Card
OR_2387,440.02,192.94,2,Category C,Checks
OR_1402,153.87,51.18,4,Category C,Checks
OR_6035,76.99,30.4,2,Category C,Mobile Payment
OR_3038,219.63,97.98,8,Category A,Checks
OR_7564,296.87,48.8,8,Category A,EMI
OR_9000,187.7,51.31,7,Category B,Mobile Payment
OR_8792,356.85,123.59,5,Category A,Mobile Payment
OR_5130,77.17,20.45,9,Category A,Mobile Payment
OR_599,266.56,29.17,1,Category C,Checks
OR_7155,44.32,12.82,7,Category C,Card
OR_4131,175.41,58.52,5,Category C,Mobile Payment
OR_7983,370.96,105.1,1,Category A,Checks
OR_8343,90.06,26.93,7,Category B,Checks
OR_5309,37.49,4.85,7,Category A,Card
OR_479,208.67,37.95,6,Category C,Card
OR_1661,376.48,109.87,4,Category C,Card
OR_3518,159.22,59.84,3,Category B,COD
OR_3999,393.7,149.06,1,Category B,Checks
OR_2337,332.12,93.71,9,Category C,EMI
OR_3737,46.24,9.4,8,Category C,EMI
OR_3798,143.66,37.43,6,Category A,Card
OR_564,434.7,188.88,10,Category C,Mobile Payment
OR_1098,206.73,34.21,2,Category A,Mobile Payment
OR_1222,477.04,158.32,9,Category C,Mobile Payment
OR_4892,56.61,9.23,9,Category B,COD
OR_5493,406.05,151.26,4,Category A,EMI
OR_8958,153.06,38.35,7,Category C,COD
OR_4668,366.67,46.87,10,Category A,Card
OR_4318,103.93,44.54,7,Category C,EMI
OR_9305,257.45,108.92,2,Category A,COD
OR_7628,443.84,196.19,4,Category C,COD
OR_8913,333.41,51.65,6,Category B,Card
OR_5509,43.75,5.15,2,Category A,Card
OR_1173,81.03,20.46,2,Category B,Checks
OR_6339,281.88,118.37,6,Category B,Mobile Payment
OR_5449,286.02,98.26,4,Category C,Card
OR_3474,93.26,20.96,5,Category A,Mobile Payment
OR_1329,173.1,30.46,4,Category C,Checks
OR_3772,461.11,93.32,3,Category C,Card
OR_8296,306.22,61.19,8,Category A,COD
OR_3231,177.22,51.79,6,Category A,Mobile Payment
OR_7714,223.54,42.27,6,Category A,Checks
OR_9335,298.76,47.89,3,Category B,Mobile Payment
OR_9653,154.95,56.12,4,Category B,Card
OR_8531,40.59,12.53,7,Category A,COD
OR_9494,128.21,43.37,10,Category C,Mobile Payment
OR_4007,190.08,38.81,5,Category A,Card
OR_9670,434.6,90.39,4,Category B,EMI
OR_5724,473.17,145.48,5,Category B,Card
OR_4888,472.51,76.93,3,Category B,COD
OR_187,476.61,192.56,8,Category A,Mobile Payment
OR_8415,205.88,60.29,8,Category A,COD
OR_4857,55.56,9.45,10,Category A,COD
OR_1311,303.88,147.32,10,Category A,Card
OR_1848,243.73,44.17,7,Category B,Checks
OR_3415,490.49,204.52,6,Category A,COD
OR_3140,411.8,156.05,10,Category A,EMI
OR_6012,167.88,45.88,10,Category C,Card
OR_7271,98.47,25.88,1,Category C,COD
OR_1226,102.52,49.71,1,Category A,Mobile Payment
OR_5459,119.25,23.23,4,Category A,Checks
OR_5160,136.87,16.84,10,Category A,Checks
OR_647,61.28,29.83,9,Category B,Checks
OR_5664,179.63,78.63,9,Category B,EMI
OR_2802,319.35,80.8,2,Category C,Mobile Payment
OR_2885,281.22,107.59,1,Category C,COD
OR_5350,97.09,25.76,4,Category B,COD
OR_3785,478.76,232.25,7,Category C,EMI
OR_9222,25.4,5.32,5,Category A,EMI
OR_1150,23.61,9.98,1,Category A,Card
OR_3779,215.83,50.3,4,Category B,COD
OR_8676,169.48,39.47,9,Category C,Card
OR_2212,143.75,47.65,10,Category A,Card
OR_8652,307.59,136.5,1,Category C,COD
OR_2889,158.09,17.29,9,Category C,Card
OR_293,219.84,81.23,2,Category A,COD
OR_644,124.91,25.77,8,Category C,EMI
OR_1833,171.76,58.69,3,Category A,Mobile Payment
OR_6423,159.6,32.75,9,Category B,EMI
OR_6805,445.11,81.97,8,Category A,Checks
OR_2709,253.25,50.8,4,Category B,Checks
OR_525,370.43,66.48,1,Category A,EMI
OR_155,482.42,102.7,10,Category B,Checks
OR_1680,66.35,7.52,6,Category C,EMI
OR_9060,243.67,91.77,2,Category A,EMI
OR_2597,160.73,18.02,6,Category A,COD
OR_4823,497.7,132.21,1,Category B,Mobile Payment
OR_1712,344.83,48.97,3,Category A,COD
OR_155,128.65,32.58,5,Category A,COD
OR_9200,118.84,19.96,2,Category C,Mobile Payment
OR_5954,13.73,5.52,4,Category A,Checks
OR_9730,200.6,76.37,8,Category B,Checks
OR_937,418.68,99.49,6,Category B,Mobile Payment
OR_1208,207.97,34.66,5,Category A,Checks
OR_2950,271.61,87.18,9,Category A,COD
OR_3345,116.25,40.18,1,Category C,EMI
OR_5540,287.5,141.86,4,Category A,EMI
OR_1733,108.11,24.61,4,Category B,Checks
OR_2007,244.1,29.9,9,Category C,Card
OR_7657,62.89,9.71,3,Category C,Mobile Payment
OR_5821,241.97,114.85,9,Category C,Card
OR_4664,189.65,73.06,1,Category A,COD
OR_1046,105.15,45.35,1,Category A,COD
OR_4564,154.65,23.85,10,Category B,Card
OR_3624,95.01,39.22,8,Category C,Card
OR_7641,96.09,37.37,4,Category B,COD
OR_3760,293.07,89.81,4,Category A,EMI
OR_7699,137.43,67.67,3,Category C,Checks
OR_1137,317.46,101.03,9,Category C,Mobile Payment
OR_6087,31.44,4.64,2,Category B,COD
OR_2508,279.14,124.39,6,Category C,Checks
OR_7679,101.52,37.49,8,Category A,EMI
OR_8385,386.66,106.95,1,Category A,COD
OR_6780,162.05,63.77,5,Category C,Card
OR_3500,270.71,58.67,5,Category B,Card
OR_3940,99.96,16.75,6,Category B,Checks
OR_5756,342.47,131.88,10,Category C,COD
OR_626,213.56,46.26,4,Category B,Card
OR_587,206.55,63.91,2,Category A,EMI
OR_2614,335.63,130.06,7,Category B,Mobile Payment
OR_7476,264.74,68.58,9,Category C,Card
OR_3608,237.55,58.03,1,Category A,COD
OR_8879,220.4,36.29,1,Category A,Checks
OR_1512,352.3,119.02,3,Category A,Card
OR_5173,352.98,114.67,8,Category A,Card
OR_584,453.78,153.11,4,Category B,Mobile Payment
OR_404,389.78,69.56,8,Category C,EMI
OR_1789,20.65,8.93,6,Category A,EMI
OR_1274,350.76,56.47,4,Category C,EMI
OR_7075,160.47,68.43,6,Category B,Mobile Payment
OR_4962,85.66,22.8,10,Category B,COD
OR_261,192.19,78.6,3,Category C,Mobile Payment
OR_1939,340.6,120.01,7,Category C,Checks
OR_6026,82.73,36.39,1,Category A,EMI
OR_2208,296.76,116.88,1,Category C,COD
OR_9349,165.36,74.74,4,Category C,EMI
OR_7852,316.08,126.41,1,Category A,Mobile Payment
OR_8096,319.63,110.09,8,Category B,EMI
OR_7533,69.92,23.23,3,Category C,Mobile Payment
OR_8049,380.46,123.3,6,Category A,Mobile Payment
OR_7121,221.17,42.0,9,Category B,Checks
OR_8050,33.14,8.53,9,Category A,Mobile Payment
OR_4355,10.03,3.16,9,Category A,Mobile Payment
OR_9261,176.53,22.11,4,Category C,EMI
OR_6294,388.58,152.16,8,Category C,COD
OR_5715,298.46,58.69,10,Category B,Mobile Payment
OR_6434,158.8,40.66,3,Category B,Checks
OR_4223,479.3,156.78,5,Category B,Checks
OR_7609,21.88,9.56,8,Category C,Checks
OR_987,261.56,62.03,8,Category B,EMI
OR_2638,206.01,78.38,9,Category A,Card
OR_915,138.92,42.72,4,Category B,Mobile Payment
OR_9629,424.06,126.71,9,Category C,COD
OR_4271,18.31,6.38,8,Category A,EMI
OR_5549,104.71,36.42,9,Category B,Mobile Payment
OR_3622,214.36,87.41,9,Category A,EMI
OR_9160,226.94,99.3,6,Category B,COD
OR_1101,103.16,15.99,2,Category C,COD
OR_9626,457.54,220.06,3,Category A,Checks
OR_1270,423.77,125.54,4,Category A,Mobile Payment
OR_1391,248.59,30.65,8,Category B,Checks
OR_4132,53.5,5.47,8,Category B,Card
OR_744,169.63,64.28,5,Category C,Card
OR_388,496.39,221.6,1,Category B,Mobile Payment
OR_8090,120.79,37.43,7,Category C,EMI
OR_2757,468.3,186.09,7,Category C,EMI
OR_1888,119.56,45.61,7,Category A,Checks
OR_4072,383.89,40.65,3,Category A,EMI
OR_467,424.18,182.32,5,Category C,Checks
OR_2502,367.44,90.83,9,Category A,Checks
OR_7521,374.35,171.5,10,Category C,COD
OR_545,20.39,6.33,8,Category C,Mobile Payment
OR_9689,350.39,171.93,4,Category B,COD
OR_9542,90.73,43.94,8,Category A,Card
OR_3717,56.9,22.7,9,Category A,Card
OR_7506,395.08,166.99,2,Category A,COD
OR_9259,475.88,97.57,1,Category C,Mobile Payment
OR_1562,53.01,15.26,6,Category A,EMI
OR_5589,30.66,15.3,5,Category B,Mobile Payment
OR_5414,141.19,21.68,10,Category A,Card
OR_8382,91.91,18.4,9,Category A,Mobile Payment
OR_4559,364.83,37.27,4,Category B,Checks
OR_6175,251.55,88.78,2,Category A,EMI
OR_7690,112.98,55.14,10,Category B,EMI
OR_9085,83.83,41.05,1,Category C,EMI
OR_2445,166.06,40.87,8,Category B,Mobile Payment
OR_4656,383.26,114.33,8,Category A,EMI
OR_8236,410.34,139.63,6,Category A,Card
OR_4028,370.82,102.75,5,Category A,COD
OR_7723,253.6,43.64,9,Category B,Checks
OR_1165,336.64,77.78,3,Category B,EMI
OR_7331,289.11,140.1,10,Category A,COD
OR_5327,225.81,44.98,7,Category C,COD
OR_6527,60.67,10.13,8,Category C,EMI
OR_5548,311.33,107.48,9,Category A,Checks
OR_9205,150.6,71.31,8,Category B,Checks
OR_8949,218.99,88.9,3,Category B,COD
OR_6850,488.27,224.89,4,Category C,Checks
OR_1244,268.05,44.23,8,Category A,Checks
OR_9169,299.04,53.03,10,Category C,COD
OR_7588,96.74,38.59,6,Category A,Card
OR_113,94.48,32.28,1,Category A,EMI
OR_9010,47.82,12.96,4,Category C,Card
OR_2545,24.86,4.19,5,Category A,Mobile Payment
OR_7042,480.47,201.57,10,Category C,COD
OR_6452,447.43,103.91,3,Category C,COD
OR_1532,58.67,7.46,7,Category C,COD
OR_2733,452.43,130.27,7,Category C,Checks
OR_4290,441.09,63.89,9,Category B,Mobile Payment
OR_8530,39.48,8.81,7,Category C,Card
OR_3953,404.23,160.08,7,Category A,EMI
OR_4749,373.24,161.58,8,Category A,Checks
OR_2468,241.59,109.74,7,Category A,EMI
OR_4872,386.59,170.06,9,Category B,EMI
OR_139,473.58,179.97,4,Category A,Card
OR_4816,287.16,119.86,1,Category C,Card
OR_3987,99.61,46.36,9,Category A,COD
OR_8018,64.7,7.35,8,Category B,Mobile Payment
OR_1058,318.24,155.82,4,Category C,COD
OR_8782,328.87,136.11,4,Category C,Mobile Payment
OR_191,288.75,84.62,1,Category B,Checks
OR_5387,140.92,62.5,2,Category A,EMI
OR_5855,311.66,44.52,8,Category C,COD
OR_4814,466.26,156.83,6,Category C,Card
OR_2945,340.5,106.82,1,Category B,Mobile Payment
OR_2215,207.78,92.32,3,Category B,Card
OR_5457,444.32,75.06,1,Category C,COD
OR_282,81.67,34.15,1,Category C,EMI
OR_7826,314.01,38.31,10,Category A,Mobile Payment
OR_3084,325.12,112.62,4,Category C,Mobile Payment
OR_2888,357.27,53.26,9,Category C,Mobile Payment
OR_1295,315.12,93.63,1,Category A,EMI
OR_2221,89.91,29.34,9,Category B,COD
OR_1104,394.52,146.79,3,Category B,EMI
OR_2927,194.95,29.67,9,Category A,EMI
OR_3971,191.71,26.8,1,Category B,EMI
OR_6652,244.5,80.39,4,Category B,Mobile Payment
OR_8980,247.01,31.59,10,Category C,EMI
OR_3141,361.39,118.29,1,Category A,Card
OR_2991,264.07,53.73,10,Category C,COD
OR_6070,105.54,46.87,2,Category B,Card
OR_6123,298.55,64.21,2,Category C,EMI
OR_7373,428.23,210.98,8,Category C,EMI
OR_4955,129.65,31.0,8,Category C,EMI
OR_2982,222.07,101.99,3,Category B,Card
OR_3612,100.26,29.83,6,Category C,EMI
OR_6676,175.31,22.79,7,Category B,EMI
OR_7018,231.93,62.49,5,Category A,EMI
OR_8557,215.29,47.53,3,Category C,Card
OR_5324,62.73,14.18,3,Category B,COD
OR_6742,261.26,31.41,5,Category A,Card
OR_7593,353.43,104.58,2,Category C,Card
OR_4953,460.19,183.61,2,Category A,Mobile Payment
OR_6539,470.0,83.35,8,Category B,Card
OR_4404,162.86,37.38,9,Category C,EMI
OR_8641,190.04,33.89,10,Category A,Mobile Payment
OR_3954,432.03,85.48,7,Category C,EMI
OR_2923,258.77,61.35,6,Category C,EMI
OR_1795,197.18,61.72,9,Category B,Mobile Payment
OR_1052,71.88,28.55,2,Category B,COD
OR_9503,199.79,55.34,8,Category A,Checks
OR_462,367.76,98.23,6,Category C,COD
OR_4098,315.81,102.14,5,Category C,EMI
OR_2589,334.79,57.84,6,Category B,Card
OR_6179,264.45,110.39,10,Category A,Card
OR_6696,167.22,21.65,9,Category B,Mobile Payment
OR_5411,283.3,30.26,10,Category C,Card
OR_8444,71.69,29.66,9,Category B,Card
OR_8272,258.55,118.74,2,Category B,EMI
OR_7114,248.19,38.74,10,Category C,COD
OR_1808,154.45,21.65,4,Category C,Card
OR_3845,338.25,113.39,4,Category A,Mobile Payment
OR_5322,380.77,180.48,4,Category C,Mobile Payment
OR_6416,59.25,10.86,7,Category C,Card
OR_8704,464.65,110.42,10,Category C,EMI
OR_9319,14.06,1.86,6,Category A,Checks
OR_3580,77.91,30.38,9,Category A,Mobile Payment
OR_1823,211.97,94.22,5,Category A,Card
OR_7706,114.59,56.25,3,Category A,Checks
OR_6051,211.96,78.92,9,Category A,COD
OR_3996,307.0,80.07,8,Category A,EMI
OR_5028,302.94,79.44,5,Category C,COD
OR_8494,47.62,12.56,7,Category A,COD
OR_5611,232.71,76.37,4,Category A,Mobile Payment
OR_415,55.81,7.37,2,Category C,Mobile Payment
OR_1717,338.36,35.21,2,Category C,Card
OR_6382,43.79,4.82,5,Category A,Mobile Payment
OR_3728,472.62,196.63,9,Category C,EMI
OR_7036,172.02,71.78,10,Category B,EMI
OR_9613,72.16,21.33,1,Category B,EMI
OR_8764,73.35,33.44,9,Category A,EMI
OR_1022,68.81,31.71,10,Category A,Checks
OR_7588,276.0,136.68,8,Category B,Checks
OR_5508,364.49,139.82,1,Category A,Checks
OR_6383,298.88,139.02,5,Category C,Card
OR_4222,105.93,44.11,8,Category B,COD
OR_6313,213.98,82.83,6,Category B,Mobile Payment
OR_2152,44.8,16.18,2,Category C,COD
OR_2498,21.49,8.54,2,Category C,Mobile Payment
OR_632,33.39,13.45,6,Category A,Card
OR_2213,435.56,83.82,5,Category B,COD
OR_8802,141.09,38.39,6,Category B,COD
OR_9208,449.22,65.89,8,Category B,COD
OR_407,37.64,14.39,5,Category C,COD
OR_1904,383.41,86.65,1,Category A,EMI
OR_6356,496.62,175.65,8,Category A,Mobile Payment
OR_1048,43.07,18.59,2,Category C,COD
OR_7503,77.84,13.31,9,Category C,Mobile Payment
OR_9216,317.73,140.49,7,Category A,COD
OR_1546,251.39,120.03,2,Category B,Checks
OR_6455,197.28,24.76,5,Category C,COD
OR_7218,108.84,49.19,7,Category B,Checks
OR_3484,181.65,29.95,7,Category C,Card
OR_9405,465.63,54.55,6,Category B,Mobile Payment
OR_7403,50.27,17.66,1,Category B,Card
OR_2611,73.16,25.53,2,Category A,EMI
OR_998,207.17,50.04,5,Category A,Card
OR_279,161.72,62.82,1,Category B,Card
